#,TICKER,COMPANY_NAME,MARKET_CAP,CLOSE,PREVIOUS_CLOSE,VOLUME,WK52_LOW,WK52_HIGH,ALL_TIME_HIGH,IPO_DATE,EARNINGS_DATE,SECTOR,INDUSTRY,EXCHANGE
321,HPE,Hewlett Packard Enterprise Company,57107804160,43.04,38.21,85219777,17.025,44.575,44.575,1445261400.0,1780344000,Technology,Communication Equipment,NYQ
322,XEL,Xcel Energy Inc.,49629429760,79.5,79.26,12934798,65.21,84.23,84.23,99153000.0,1777552200,Utilities,Utilities - Regulated Electric,NMS
323,EW,Edwards Lifesciences Corporation,49789427712,86.47,85.96,4643762,72.3,88.28,131.73,954167400.0,1776974400,Healthcare,Medical Devices,NYQ
324,EA,Electronic Arts Inc.,50581590016,201.72,201.15,3555874,143.51,204.89,204.89,622301400.0,1778011200,Communication Services,Electronic Gaming & Multimedia,NMS
325,ARGX,argenx SE,52245168128,835.99,838.49,191916,510.055,934.62,934.62,1495114200.0,1784809800,Healthcare,Biotechnology,NMS
326,ADSK,"Autodesk, Inc.",48840007680,231.31,240.95,7639444,214.1,329.09,344.39,488813400.0,1779998400,Technology,Software - Application,NMS
327,TAK,Takeda Pharmaceutical Company Limited,50428391424,15.96,16.15,2067434,12.99,18.9,31.29,1262701800.0,1785414600,Healthcare,Drug Manufacturers - Specialty & Generic,NYQ
328,FER,Ferrovial N.V.,48729776128,68.01,68.3,1159678,50.1,74.79,74.79,1344864600.0,1785268800,Industrials,Engineering & Construction,NMS
329,ON,ON Semiconductor Corporation,46897442816,120.62,123.77,8927700,41.49,129.13,129.13,957274200.0,1777924800,Technology,Semiconductors,NMS
330,GFS,GLOBALFOUNDRIES Inc.,43856863232,79.97,80.63,5884614,31.51,92.55,92.55,1635427800.0,1777984200,Technology,Semiconductors,NMS
331,AU,AngloGold Ashanti plc,48964636672,96.84,95.15,2524344,43.44,129.14,129.14,902323800.0,1785501000,Basic Materials,Gold,NYQ
332,LNG,"Cheniere Energy, Inc.",47119835136,224.86,229.57,1856947,186.2,300.89,300.89,765466200.0,1778157000,Energy,Oil & Gas Midstream,NYQ
333,INFY,Infosys Limited,51203518464,12.65,12.7,23611882,11.56,30.0,30.0,921162600.0,1776947400,Technology,Information Technology Services,NYQ
334,COIN,"Coinbase Global, Inc.",49801990144,189.03,182.25,9090889,139.36,444.65,444.65,1618407000.0,1778184000,Financial Services,Financial Data & Stock Exchanges,NMS
335,DEO,Diageo plc,45839216640,82.46,84.59,755427,72.45,116.41,223.14,668961000.0,0,Consumer Defensive,Beverages - Wineries & Distilleries,NYQ
336,CCJ,Cameco Corporation,49084567552,112.7,110.63,2970700,58.18,135.24,135.24,826813800.0,1785501000,Energy,Uranium,NYQ
337,EXC,Exelon Corporation,46699216896,45.64,45.58,12809586,42.11,50.65,65.713264,105197400.0,1778070600,Utilities,Utilities - Regulated Electric,NMS
338,CAH,"Cardinal Health, Inc.",46091714560,196.8,199.85,3035387,137.75,233.6,233.6,428851800.0,1777552200,Healthcare,Medical Distribution,NYQ
339,ASTS,"AST SpaceMobile, Inc.",44017209344,113.41,133.09,47834406,22.72,133.86,133.86,1572615000.0,1778529600,Technology,Communication Equipment,NMS
340,GRMN,Garmin Ltd.,45112922112,233.92,236.35,618041,186.67,273.32,273.32,976285800.0,1777465800,Technology,Scientific & Technical Instruments,NYQ
341,ERIC,Telefonaktiebolaget LM Ericsson (publ),43406024704,13.06,12.74,8432752,7.16,13.73,131.5625,367507800.0,1784032200,Technology,Communication Equipment,NMS
342,FITB,Fifth Third Bancorp,45252136960,49.93,49.88,13158688,37.28,55.44,69.7,322151400.0,1784291400,Financial Services,Banks - Regional,NMS
343,ODFL,"Old Dominion Freight Line, Inc.",46824058880,225.15,220.86,3223000,126.01,233.79,233.79,688311000.0,1777465800,Industrials,Trucking,NMS
344,WAB,Westinghouse Air Brake Technologies Corporation,44312936448,261.16,261.2,564012,184.26,275.84,275.84,803309400.0,1776861000,Industrials,Railroads,NYQ
345,SCMWY,Swisscom AG,44585312256,85.9,84.96,475,68.01,94.63,94.63,907767000.0,1786019400,Communication Services,Telecom Services,OID
346,FNV,Franco-Nevada Corporation,44491771904,230.7,225.56,574305,152.89,285.67,285.67,1197037800.0,1778616000,Basic Materials,Gold,NYQ
347,FERG,Ferguson Enterprises Inc.,43824132096,225.97,226.49,1172741,177.75,271.64,271.64,1262701800.0,1777984200,Industrials,Industrial Distribution,NYQ
348,IDXX,"IDEXX Laboratories, Inc.",44452937728,563.53,568.03,1108683,504.56,769.98,769.98,677511000.0,1777984200,Healthcare,Diagnostics & Research,NMS
349,IX,ORIX Corporation,42866860032,39.02,38.7,234648,21.06,40.0,40.0,905952600.0,1778529600,Financial Services,Financial Conglomerates,NYQ
350,STT,State Street Corporation,43076022272,155.64,157.61,3769593,94.72,159.31,159.31,322151400.0,1776429000,Financial Services,Asset Management,NYQ
351,BIDU,"Baidu, Inc.",46039588864,135.31,132.05,2580555,82.39,165.3,354.82,1123248600.0,1779107400,Communication Services,Internet Content & Information,NMS
352,HEI,HEICO Corporation,48640745472,348.18,345.07,594825,256.11,361.69,361.69,322151400.0,1779912000,Industrials,Aerospace & Defense,NYQ
353,VTR,"Ventas, Inc.",41042448384,84.42,85.79,2721191,61.76,91.06,96.048874,862839000.0,1777320000,Real Estate,REIT - Healthcare Facilities,NYQ
354,MSCI,MSCI Inc.,45918748672,631.38,626.52,673963,501.08,640.27,679.85,1195137000.0,1784637000,Financial Services,Financial Data & Stock Exchanges,NYQ
355,CLS,Celestica Inc.,44309487616,385.39,351.02,2933046,112.74,435.0,435.0,899213400.0,1777320000,Technology,Electronic Components,NYQ
356,YUM,"Yum! Brands, Inc.",40778158080,147.95,150.03,2247530,137.33,169.39,169.39,874503000.0,1785414600,Consumer Cyclical,Restaurants,NYQ
357,FMX,"Fomento Económico Mexicano, S.A.B. de C.V.",40551313408,119.03,120.86,465969,83.08,125.71,143.43,894893400.0,1777575600,Consumer Defensive,Beverages - Brewers,NYQ
358,CMG,"Chipotle Mexican Grill, Inc.",40867905536,31.86,32.42,12143328,29.75,58.42,69.2614,1138285800.0,1777492800,Consumer Cyclical,Restaurants,NYQ
359,CCEP,Coca-Cola Europacific Partners PLC,40155451392,90.69,92.29,1960028,84.66,110.9,110.9,533226600.0,0,Consumer Defensive,Beverages - Non-Alcoholic,NMS
360,DHI,"D.R. Horton, Inc.",41711726592,147.09,146.92,5917694,114.17,184.55,199.85,707751000.0,1784637000,Consumer Cyclical,Residential Construction,NYQ
361,XYZ,"Block, Inc.",45067104256,75.72,74.35,7355197,48.21,82.5,289.23,1447943400.0,1778184000,Technology,Software - Infrastructure,NYQ
362,ARES,Ares Management Corporation,42385289216,128.5,126.0,2460005,95.8,195.26,200.485,1399037400.0,1777638600,Financial Services,Asset Management,NYQ
363,CRDO,Credo Technology Group Holding Ltd,43535716352,236.03,222.35,6983845,59.88,240.81,240.81,1643293800.0,1780344000,Technology,Semiconductors,NMS
364,BDX,"Becton, Dickinson and Company",40537505792,147.12,148.41,3658099,127.58648,187.35,225.88051,99153000.0,1778157000,Healthcare,Medical Instruments & Supplies,NYQ
365,TTWO,"Take-Two Interactive Software, Inc.",41619038208,224.16,217.87,4671943,187.63,264.79,264.79,861111000.0,1779393600,Communication Services,Electronic Gaming & Multimedia,NMS
366,AMP,"Ameriprise Financial, Inc.",40068030464,445.71,439.85,925577,422.37,550.18,582.05,1126791000.0,1776974400,Financial Services,Asset Management,NYQ
367,AIG,"American International Group, Inc.",39357210624,74.23,74.4,2345896,71.25,87.46,2075.0,94833000.0,1777579200,Financial Services,Insurance - Diversified,NYQ
368,HLN,Haleon plc,40118099968,9.06,9.21,7227063,8.71,11.42,11.42,1658755800.0,0,Healthcare,Drug Manufacturers - Specialty & Generic,NYQ
369,BSBR,Banco Santander (Brasil) S.A.,40731627520,5.44,5.45,954479,4.62,7.32,15.0,1254922200.0,1784723400,Financial Services,Banks - Regional,NYQ
370,JD,"JD.com, Inc.",38934913024,28.83,29.14,5754793,24.508,36.86,108.29,1400765400.0,1778589000,Consumer Cyclical,Internet Retail,NMS
371,SLF,Sun Life Financial Inc.,39795531776,71.8,71.89,404401,56.22,74.16,74.16,953821800.0,1786046400,Financial Services,Insurance - Diversified,NYQ
372,TEVA,Teva Pharmaceutical Industries Limited,41127563264,35.32,34.52,5033364,14.99,37.35,72.31,382717800.0,1777465800,Healthcare,Drug Manufacturers - Specialty & Generic,NYQ
373,KDP,Keurig Dr Pepper Inc.,40857604096,30.03,30.04,8255072,24.88,35.94,126.65,1210167000.0,1776947400,Consumer Defensive,Beverages - Non-Alcoholic,NMS
374,JBL,Jabil Inc.,38462038016,364.56,363.65,713931,164.69,381.94,381.94,736435800.0,1773837000,Technology,Electronic Components,NYQ
375,PEG,Public Service Enterprise Group Incorporated,39192981504,78.65,79.15,4905063,76.05,91.26,95.22,315671400.0,1777984200,Utilities,Utilities - Regulated Electric,NYQ
376,ESLT,Elbit Systems Ltd.,41223286784,880.89,892.63,146010,407.76,1016.06,1016.06,849105000.0,1779798600,Industrials,Aerospace & Defense,NMS
377,KR,The Kroger Co.,38319247360,62.15,63.66,12645523,58.6,76.58,76.58,-252322200.0,1781785800,Consumer Defensive,Grocery Stores,NYQ
378,ED,"Consolidated Edison, Inc.",38927790080,105.63,106.3,8328150,94.96,116.23,116.23,-252322200.0,1778184000,Utilities,Utilities - Regulated Electric,NYQ
379,RKT,"Rocket Companies, Inc.",41055027200,14.51,14.4,25313796,12.25,24.36,43.0,1596720600.0,1778184000,Financial Services,Mortgage Finance,NYQ
380,CCI,Crown Castle Inc.,39935356928,91.5,91.09,2790202,75.96,115.76,209.87,903447000.0,1776888000,Real Estate,REIT - Specialty,NYQ
381,ALNY,"Alnylam Pharmaceuticals, Inc.",40318128128,301.98,305.06,807298,284.28,495.55,495.55,1086096600.0,1777552200,Healthcare,Biotechnology,NMS
382,VIK,Viking Holdings Ltd,41095532544,92.11,92.34,3962200,44.11,93.7,93.7,1714570200.0,1778761800,Consumer Cyclical,Travel Services,NYQ
383,WCN,"Waste Connections, Inc.",37863137280,149.02,151.05,2283671,148.84,197.07,201.66,895843800.0,1776888000,Industrials,Waste Management,NYQ
384,PYPL,"PayPal Holdings, Inc.",39474221056,44.75,44.46,15091739,38.46,79.5,310.16,1436189400.0,1785241800,Financial Services,Credit Services,NMS
385,HSY,The Hershey Company,39357698048,194.03,197.04,1345631,157.77,239.48,276.88,322151400.0,1777552200,Consumer Defensive,Confectioners,NYQ
386,LYV,"Live Nation Entertainment, Inc.",39191162880,168.41,167.03,3556718,125.34,175.25,175.25,1135175400.0,1778011200,Communication Services,Entertainment,NYQ
387,PUK,Prudential plc,36021055488,28.76,29.25,1091369,22.71,34.03,53.695442,962285400.0,1773864000,Financial Services,Insurance - Life,NYQ
388,EME,"EMCOR Group, Inc.",36820418560,826.82,848.45,400062,455.14,951.96,951.96,789748200.0,1777465800,Industrials,Engineering & Construction,NYQ
389,IRM,Iron Mountain Incorporated,38157537280,128.25,126.83,2362648,77.77,134.09,134.09,823185000.0,1777552200,Real Estate,REIT - Specialty,NYQ
390,CBRE,"CBRE Group, Inc.",36613783552,125.04,126.42,3597806,121.83,174.27,174.27,1086874200.0,1776947400,Real Estate,Real Estate Services,NYQ
391,ADM,Archer-Daniels-Midland Company,38450491392,79.78,80.04,2052341,46.81,83.1,98.88,322151400.0,1777984200,Consumer Defensive,Farm Products,NYQ
392,KB,KB Financial Group Inc.,35979526144,101.44,101.05,208733,72.36,119.71,119.71,1005661800.0,1776947400,Financial Services,Banks - Regional,NYQ
393,CBOE,"Cboe Global Markets, Inc.",34908315648,333.56,343.52,1472994,218.14,371.18,371.18,1276608600.0,1777638600,Financial Services,Financial Data & Stock Exchanges,BTS
394,BBD,Banco Bradesco S.A.,36891783168,3.49,3.52,21135303,2.73,4.3,13.168879,1028295000.0,1778097600,Financial Services,Banks - Regional,NYQ
395,HIG,"The Hartford Insurance Group, Inc.",34850250752,127.13,128.97,1468528,119.61,144.5,144.5,819037800.0,1776974400,Financial Services,Insurance - Diversified,NYQ
396,CCL,Carnival Corporation Ltd.,38867017728,28.06,27.94,20302794,22.11,34.03,72.7,554131800.0,1774614600,Consumer Cyclical,Travel Services,NYQ
397,UI,Ubiquiti Inc.,35336421376,583.86,595.01,120309,368.42,1099.99,1099.99,1318599000.0,1778243400,Technology,Communication Equipment,NYQ
398,GFI,Gold Fields Limited,35651522560,39.86,40.23,4289536,22.4,61.64,61.64,322151400.0,0,Basic Materials,Gold,NYQ
399,WEC,"WEC Energy Group, Inc.",36171837440,111.05,111.67,1725955,102.49,119.62,119.62,322151400.0,1785328200,Utilities,Utilities - Regulated Electric,NYQ
400,TRI,Thomson Reuters Corporation,37764976640,86.51,84.49,1527974,78.6,218.42,218.42,1023888600.0,1777984200,Industrials,Specialty Business Services,NMS
401,HUM,Humana Inc.,36669186048,305.42,308.7,872035,163.11,315.66,571.3,378657000.0,1785328200,Healthcare,Healthcare Plans,NYQ
402,PCG,PG&E Corporation,35984351232,16.34,16.29,12336017,12.97,19.16,71.57,76253400.0,1776947400,Utilities,Utilities - Regulated Electric,NYQ
403,STLD,"Steel Dynamics, Inc.",37516955648,260.15,260.75,1587209,119.89,263.09,263.09,848673000.0,1776715200,Basic Materials,Steel,NMS
404,SYY,Sysco Corporation,36251021312,75.81,75.92,5100683,68.19,91.85,91.85,105715800.0,1777379400,Consumer Defensive,Food Distribution,NYQ
405,SATS,EchoStar Corporation,37441007616,129.19,131.07,8179948,14.9,147.25,147.25,1199284200.0,1772458200,Communication Services,Telecom Services,NMS
406,PRU,"Prudential Financial, Inc.",34954801152,100.64,100.61,1465708,91.89,119.76,130.55,1008253800.0,1778011200,Financial Services,Insurance - Life,NYQ
407,KGC,Kinross Gold Corporation,36038221824,30.18,29.29,7511725,14.71,39.11,39.11,353687400.0,1777492800,Basic Materials,Gold,NYQ
408,EQT,EQT Corporation,34357508096,54.93,55.35,4653735,48.47,68.24,68.24,322151400.0,1776801600,Energy,Oil & Gas E&P,NYQ
409,VMC,Vulcan Materials Company,36710256640,282.92,276.75,1398973,252.35,331.09,331.09,99153000.0,1777465800,Basic Materials,Building Materials,NYQ
410,Q,"Qnity Electronics, Inc.",32656914432,156.0,158.88,2426873,70.5,171.52,171.52,1761571800.0,1778589000,Technology,Semiconductor Equipment & Materials,NYQ
411,QSR,Restaurant Brands International Inc.,34088364032,74.7,74.31,2907219,61.33,81.96,83.285,1418308200.0,1778070600,Consumer Cyclical,Restaurants,NYQ
412,UAL,"United Airlines Holdings, Inc.",37260607488,114.8,115.06,6450463,71.55,119.21,119.21,1139236200.0,1776801600,Industrials,Airlines,NMS
413,TSEM,Tower Semiconductor Ltd.,30369568768,255.23,275.5,3391793,37.48,302.86,652.5,783178200.0,1778675400,Technology,Semiconductors,NMS
414,HAL,Halliburton Company,32455200768,38.85,39.33,6642910,19.52,43.59,74.33,76253400.0,1776774600,Energy,Oil & Gas Equipment & Services,NYQ
415,HMC,"Honda Motor Co., Ltd.",35020247040,26.99,27.29,1898850,23.25,34.89,44.56,322151400.0,1778761800,Consumer Cyclical,Auto Manufacturers,NYQ
416,VOD,Vodafone Group Public Limited Company,34447425536,14.96,14.93,2443956,9.8,16.61,74.99636,594484200.0,1778589000,Communication Services,Telecom Services,NMS
417,PAYX,"Paychex, Inc.",34747052032,96.98,95.51,4582769,85.45,161.24,161.24,430752600.0,1774441800,Technology,Software - Application,NMS
418,MLM,"Martin Marietta Materials, Inc.",34925096960,581.64,575.14,853028,525.38,710.97,710.97,761495400.0,1777552200,Basic Materials,Building Materials,NYQ
419,CHT,"Chunghwa Telecom Co., Ltd.",33954342912,43.77,43.51,97569,39.28,47.03,47.03,1058535000.0,1778157000,Communication Services,Telecom Services,NYQ
420,ZTS,Zoetis Inc.,32569833472,77.69,78.27,4677788,72.38,172.23,249.27,1359729000.0,1778157000,Healthcare,Drug Manufacturers - Specialty & Generic,NYQ
421,KVUE,Kenvue Inc.,33177751552,17.28,17.64,33737997,14.02,23.78,27.795,1683207000.0,1778157000,Consumer Defensive,Household & Personal Products,NYQ
422,NTR,Nutrien Ltd.,32905615360,68.55,69.65,2080482,53.03,85.36,117.25,1514903400.0,1785960000,Basic Materials,Agricultural Inputs,NYQ
423,ACGL,Arch Capital Group Ltd.,31214465024,89.34,90.67,4338616,82.45,103.39,116.47,811085400.0,1777406400,Financial Services,Insurance - Diversified,NMS
424,WAT,Waters Corporation,37661151232,383.57,366.67,1438840,275.05,414.15,428.22,816618600.0,1777984200,Healthcare,Diagnostics & Research,NYQ
425,ALC,Alcon Inc.,32329633792,66.29,65.66,2568272,61.835,92.55,101.1,1554816600.0,1778011200,Healthcare,Medical Instruments & Supplies,NYQ
426,LVS,Las Vegas Sands Corp.,33509568512,50.57,51.11,4396927,40.03,70.45,148.76,1103121000.0,1776888000,Consumer Cyclical,Resorts & Casinos,NYQ
427,RBLX,Roblox Corporation,33758398464,47.15,46.83,10858318,40.15,150.59,150.59,1615386600.0,1777579200,Communication Services,Electronic Gaming & Multimedia,NYQ
428,RVMD,"Revolution Medicines, Inc.",33479690240,157.48,154.63,6002632,34.0,158.13,158.13,1581604200.0,1778097600,Healthcare,Biotechnology,NMS
429,KMB,Kimberly-Clark Corporation,32397377536,97.6,100.14,8580184,92.42,143.6,160.16,322151400.0,1777379400,Consumer Defensive,Household & Personal Products,NMS
430,A,"Agilent Technologies, Inc.",38249025536,135.53,135.38,2820958,108.35,160.27,179.57,942935400.0,1779912000,Healthcare,Diagnostics & Research,NYQ
431,HBAN,Huntington Bancshares Incorporated,33163857920,16.36,16.12,24655070,14.89,19.46,30.88843,322151400.0,1776947400,Financial Services,Banks - Regional,NMS
432,SUNB,"Sunbelt Rentals Holdings, Inc.",32258052096,78.05,77.84,1651924,61.03,80.25,80.25,1772461800.0,0,Industrials,Rental & Leasing Services,NYQ
433,ROP,"Roper Technologies, Inc.",32851628032,325.53,319.75,1071949,305.96,576.49,595.17,697991400.0,1776947400,Technology,Software - Application,NMS
434,CPRT,"Copart, Inc.",30338842624,32.77,33.28,16911847,32.2,51.4,64.38,763914600.0,1779393600,Industrials,Specialty Business Services,NMS
435,VG,"Venture Global, Inc.",29911672832,12.04,12.54,13888283,5.72,19.5,24.0,1737729000.0,1778589000,Energy,Oil & Gas Midstream,NYQ
436,TECK,Teck Resources Limited,32411408384,66.16,66.09,2129643,30.98,67.67,67.67,1026999000.0,1776947400,Basic Materials,Other Industrial Metals & Mining,NYQ
437,SYM,Symbotic Inc.,28023697408,46.425,48.81,4765880,27.26,87.88,87.88,1615300200.0,1778097600,Industrials,Specialty Industrial Machinery,NGM
438,EXR,Extra Space Storage Inc.,31848339456,144.31,145.81,553123,125.71,155.19,228.84,1092663000.0,1777406400,Real Estate,REIT - Industrial,NYQ
439,TS,Tenaris S.A.,30758674432,60.93,59.99,1393022,33.65,64.33,75.43,1040049000.0,1785960000,Energy,Oil & Gas Equipment & Services,NYQ
440,MTB,M&T Bank Corporation,31648241664,216.11,214.31,980526,174.76,239.0,239.0,322151400.0,1784118600,Financial Services,Banks - Regional,NYQ
441,NTRS,Northern Trust Corporation,30616070144,165.45,168.35,2298981,104.99,173.19,173.19,322151400.0,1784723400,Financial Services,Asset Management,NMS
442,AXON,"Axon Enterprise, Inc.",36167766016,448.72,439.32,1312453,339.01,885.92,885.92,992957400.0,1778097600,Industrials,Aerospace & Defense,NMS
443,ONC,BeOne Medicines AG,29872052224,287.92,290.58,165656,239.25,385.22,426.56,1454509800.0,1778070600,Healthcare,Biotechnology,NMS
444,RYAAY,Ryanair Holdings plc,31617546240,60.78,61.24,1965879,53.14,74.24,74.24,864912600.0,1784550600,Industrials,Airlines,NMS
445,EL,The Estée Lauder Companies Inc.,32181655552,88.95,90.52,2704728,64.83,121.64,374.2,816618600.0,1777638600,Consumer Defensive,Household & Personal Products,NYQ
446,MTSI,"MACOM Technology Solutions Holdings, Inc.",27820492800,364.64,391.09,1879935,118.16,418.9,418.9,1331818200.0,1778157000,Technology,Semiconductors,NMS
447,RPRX,Royalty Pharma plc,32108402688,55.76,54.48,17986857,32.65,56.07,56.5,1592314200.0,1778070600,Healthcare,Biotechnology,NMS
448,MTZ,"MasTec, Inc.",29898252288,378.37,383.33,5394897,152.43,441.43,441.43,99153000.0,1777579200,Industrials,Engineering & Construction,NYQ
449,VICI,VICI Properties Inc.,30386735104,28.22,28.33,5661353,26.55,34.01,35.69,1514903400.0,1777492800,Real Estate,REIT - Diversified,NYQ
450,AEE,Ameren Corporation,29880872960,107.97,108.93,1039320,93.5,115.59,115.59,883751400.0,1778011200,Utilities,Utilities - Regulated Electric,NYQ
451,WDAY,"Workday, Inc.",36105052160,146.19,130.01,9551878,110.36,257.09,311.28,1350048600.0,1779393600,Technology,Software - Application,NMS
452,MDLN,Medline Inc.,30915364864,36.56,36.8,25308969,34.89,50.876,50.876,1765981800.0,1778070600,Healthcare,Medical Instruments & Supplies,NMS
453,EC,Ecopetrol S.A.,30035744768,14.61,14.77,3248296,8.27,15.62,67.92,1221744600.0,1778616000,Energy,Oil & Gas Integrated,NYQ
454,SHG,"Shinhan Financial Group Co., Ltd.",29706831872,63.09,63.01,358609,40.02,73.4,74.495,1063805400.0,1776947400,Financial Services,Banks - Regional,NYQ
455,RMD,ResMed Inc.,27643396096,190.57,203.42,3525799,190.38,293.81,301.34,802099800.0,1777579200,Healthcare,Medical Instruments & Supplies,NYQ
456,DTE,DTE Energy Company,29721006080,142.87,143.38,686380,126.23,154.63,154.63,-252322200.0,1777552200,Utilities,Utilities - Regulated Electric,NYQ
457,CASY,"Casey's General Stores, Inc.",28435527680,767.14,780.97,934779,433.16,901.0,901.0,435504600.0,1781035200,Consumer Cyclical,Specialty Retail,NMS
458,TCOM,Trip.com Group Limited,29866917888,47.43,47.08,3007277,45.92,78.99,78.99,1070980200.0,0,Consumer Cyclical,Travel Services,NMS
459,ATO,Atmos Energy Corporation,28231151616,169.13,173.03,1809156,149.98,192.51,192.51,441469800.0,1778097600,Utilities,Utilities - Regulated Gas,NYQ
460,ZS,"Zscaler, Inc.",22595670016,139.73,130.04,10498294,114.625,336.99,376.11,1521207000.0,1779825600,Technology,Software - Infrastructure,NMS
461,FISV,"Fiserv, Inc.",30160846848,56.56,55.83,11751959,52.17,177.36,238.59,528039000.0,1777984200,N/A,N/A,NMS
462,NRG,"NRG Energy, Inc.",28289064960,134.08,137.5,3568927,121.22,189.96,189.96,1070375400.0,1778070600,Utilities,Utilities - Independent Power Producers,NYQ
463,RJF,"Raymond James Financial, Inc.",27948177408,143.41,142.0,1084475,138.82,177.66,177.66,425914200.0,1776888000,Financial Services,Asset Management,NYQ
464,CQP,"Cheniere Energy Partners, L.P.",28593076224,59.07,60.87,73166,49.53,70.64,70.64,1174483800.0,1778157000,Energy,Oil & Gas Midstream,NYQ
465,P,"Everpure, Inc.",26409453568,79.51,73.04,6230583,50.2,100.59,100.59,1444138200.0,1779912000,Technology,Computer Hardware,NYQ
466,ZM,"Zoom Communications, Inc.",29789460480,101.59,100.46,5498813,69.15,113.73,588.84,1555594200.0,1779393600,Technology,Software - Application,NMS
467,GEHC,GE HealthCare Technologies Inc.,28357953536,62.34,62.86,5557614,58.75,89.77,94.8,1671114600.0,1777465800,Healthcare,Medical Devices,NMS
468,FICO,Fair Isaac Corporation,29002313728,1250.59,1296.36,193847,870.01,1998.01,2402.52,553959000.0,1777406400,Technology,Software - Application,NYQ
469,TDY,Teledyne Technologies Incorporated,28716189696,619.83,634.06,560448,483.02,693.38,693.38,943367400.0,1776861000,Technology,Scientific & Technical Instruments,NYQ
470,FSLR,"First Solar, Inc.",32965617664,306.79,303.38,5990376,135.5,313.75,317.0,1163773800.0,1777579200,Technology,Solar,NMS
471,DOV,Dover Corporation,28462034944,211.36,211.99,1301991,158.97,237.54,237.54,322151400.0,1776947400,Industrials,Specialty Industrial Machinery,NYQ
472,FTS,Fortis Inc.,28170330112,55.33,56.11,436237,46.46,58.78,58.78,1262701800.0,1785501000,Utilities,Utilities - Regulated Electric,NYQ
473,TWLO,Twilio Inc.,28934168576,190.64,184.6,2123412,91.84,203.71,457.3,1466688600.0,1777579200,Technology,Software - Infrastructure,NYQ
474,NTRA,"Natera, Inc.",31990018048,223.37,213.94,2689783,131.811,256.36,256.36,1435757400.0,1778184000,Healthcare,Diagnostics & Research,NMS
475,BIIB,Biogen Inc.,28936876032,196.0,196.39,826766,121.05,205.97,480.18,685114200.0,1777465800,Healthcare,Drug Manufacturers - General,NMS
476,FTI,TechnipFMC plc,27279181824,68.42,67.7,7525836,30.86,77.78,77.78,992611800.0,1777552200,Energy,Oil & Gas Equipment & Services,NYQ
477,AMRZ,Amrize Ltd,30106857472,54.39,52.87,3801271,44.12,65.94,65.94,1750685400.0,1777492800,Basic Materials,Building Materials,NYQ
478,TPR,"Tapestry, Inc.",29389426688,145.46,145.39,3073130,76.92,161.97,161.97,970839000.0,1778157000,Consumer Cyclical,Luxury Goods,NYQ
479,IR,Ingersoll Rand Inc.,28035371008,71.64,70.99,3118224,68.07,100.96,106.03,1494595800.0,1777406400,Industrials,Specialty Industrial Machinery,NYQ
480,KHC,The Kraft Heinz Company,28470521856,24.01,24.47,18795342,21.035,29.19,97.77,1436189400.0,1778070600,Consumer Defensive,Packaged Foods,NMS
481,CNC,Centene Corporation,29430300672,59.6,58.91,7772520,25.08,60.76,98.53,1008253800.0,1785241800,Healthcare,Healthcare Plans,NYQ
482,CNP,"CenterPoint Energy, Inc.",27645200384,42.26,42.22,4769862,35.46,44.47,44.47,-252322200.0,1776947400,Utilities,Utilities - Regulated Electric,NYQ
483,PBA,Pembina Pipeline Corporation,27065798656,46.55,47.22,637528,35.45,50.1,50.1,1286371800.0,1778184000,Energy,Oil & Gas Midstream,NYQ
484,CRCL,Circle Internet Group,30203848704,113.0,108.24,24660843,49.9,298.99,298.99,1749130200.0,1778502600,Financial Services,Capital Markets,NYQ
485,VRSN,"VeriSign, Inc.",25969580032,285.38,296.14,1543980,208.86,312.48,312.48,886170600.0,1776974400,Technology,Software - Infrastructure,NMS
486,OTIS,Otis Worldwide Corporation,27182444544,70.84,71.21,3863168,69.725,101.42,106.828,1584624600.0,1776861000,Industrials,Specialty Industrial Machinery,NYQ
487,CPNG,"Coupang, Inc.",29798066176,16.6,16.2,17768888,15.03,34.075,69.0,1615473000.0,1778011200,Consumer Cyclical,Internet Retail,NYQ
488,RDDT,"Reddit, Inc.",33881591808,176.0,167.69,7047725,109.16,282.95,282.95,1711027800.0,1777579200,Communication Services,Internet Content & Information,NYQ
489,DXCM,"DexCom, Inc.",28454273024,73.74,72.34,9257129,54.11,89.98,164.8625,1113485400.0,1777579200,Healthcare,Medical Devices,NMS
490,BAP,Credicorp Ltd.,27221379072,342.63,341.5,790214,209.46,380.2,380.2,814627800.0,1786651200,Financial Services,Banks - Regional,NYQ
491,CW,Curtiss-Wright Corporation,27617583104,747.61,747.73,879225,435.35,760.72,760.72,322151400.0,1778097600,Industrials,Aerospace & Defense,NYQ
492,TPL,Texas Pacific Land Corporation,27106951168,393.0,401.32,295733,269.23334,547.2,589.7133,322151400.0,1778097600,Energy,Oil & Gas E&P,NYQ
493,NTAP,"NetApp, Inc.",34519937024,174.29,142.4,15902415,93.69,192.83,192.83,816964200.0,1779998400,Technology,Software - Infrastructure,NMS
494,EIX,Edison International,26912489472,69.94,70.28,5014867,47.73,76.22,88.77,105283800.0,1777406400,Utilities,Utilities - Regulated Electric,NYQ
495,NVT,nVent Electric plc,27005698048,166.99,164.87,1786136,63.6,175.0,175.0,1524576600.0,1777638600,Industrials,Electrical Equipment & Parts,NYQ
